start_date,end_date,status,progress,duration_in_seconds,finished,recorded_date,response_id,distribution_channel,user_language,consent,reason_mistake,mistake_type,mistake_type_21_text,mistake_cause,mistake_cause_16_text,stress,workflow,experience,comment,comment_modified,experience_modified
2023-06-14 11:33:00,2023-06-14 11:34:04,IP Address,100,64,True,2023-06-14 11:34:06,R_2Xjt9J1Lm9xF1E9,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 11:11:21,2023-06-14 11:35:18,IP Address,100,1437,True,2023-06-14 11:35:20,R_TiTvYbqfdfAB5Lj,email,EN,Yes,partially,Project management error (error in time management; miscommunication; not showing up for data collection; team member left the lab),NA,"Project management issue (e.g. disorganization, error in team management, lack of clear job responsibilities, lack of coordination, lack of supervision)",NA,"extreme stress
6",Yes,"In developing countries, it is difficult to save the raw data in best conditions for long time. The raw scans also can not be saved for long years due to shared computers. The policy in institute/country is to retain data for 5 years but Journals which withdrew our papers asked for data which was 8-20 years old. The old lab itself did not exist. There were no SSD hard drives or google drives in that era. So I felt that journal should have issued a correction and given oprion to upload new scans of old autorads instead of retraction. Moreover why only Scientist is held responsible, The Journal also should have checked the data prior to publishing as they take publication charges",I learnt the lesson in a hard way. Scientifically sound data has no value until you have saved back up until you retire. Prefer to publish in journals which check raw data prior to publishing as Journal is equally responsible,not modified,not modified
2023-06-14 11:38:42,2023-06-14 11:41:39,IP Address,100,176,True,2023-06-14 11:41:40,R_2Euc7kTuBv8Px5g,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 11:54:46,2023-06-14 11:55:29,IP Address,100,43,True,2023-06-14 11:55:30,R_2xRCw9kwjNwteXi,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 11:55:32,2023-06-14 11:55:44,IP Address,100,12,True,2023-06-14 11:55:45,R_30ugMi6Rcce08nc,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 11:26:31,2023-06-14 11:57:06,IP Address,100,1834,True,2023-06-14 11:57:07,R_3oHqfVjUBTssSki,email,EN,Yes,it was the main reason,"Programming error (e.g. analysis code error, error in scipt, mistake in ecperiment code, mistake in programming the data collection code, program coding error)",NA,Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,"extreme stress
6",Yes,"We realized an error while extracting timeseries from the same dataset for a different experiment. The research group unanimously agreed to retract the study, including the Ph.D. student whose thesis relied on that paper. However, I felt upset when discussing the decision to retract the already published study with other colleagues. I heard comments such as, ""It's a waste of time,"" ""Your prestige will be affected,"" and the most interesting one, ""Don't do it. Manuscripts follow the evolution theory, and if your results are wrong, they won't be replicated. Consequently, no one will pay attention to them anymore. On the other hand, the retraction was quite fast and easily processed by the journal team.","Publishing pressure and the wide range of journal options available are impeding scientific progress. It has become challenging to produce replicable and valuable effects given the current context where empiricism lacks realism, and realism lacks consistency and congruency. Researchers may often define phenomena based solely on their own instrumental interpretations without grounding their discoveries in previous stable effects, leading to frequent rediscovery of wheels and aliens. The limitations of human time, resources, and cognitive processing further complicate matters in the vast sea of publications.

Nevertheless, I believe that new AI implementations in scientific databases and meta-analysis approaches, such as neurosyth, will be employed to test the consistency of our results using both numerical and qualitative criteria. These advancements could help address the aforementioned challenges. Please feel free to reach out to me at [deleted identifiable information], though please note that my response may take some time.",modified,not modified
2023-06-14 11:52:46,2023-06-14 11:58:04,IP Address,100,317,True,2023-06-14 11:58:05,R_2RQUgkDwBRZDVql,email,EN,Yes,it was the main reason,"Loss of materials/documentation/data (e.g. data loss, failure to backup, failure to save data, data archiving mistake, mistake in saving results)",NA,"Inattention (e.g. accident, accidental mistakes, being distracted, copy and paste error, lapse of concentration)",NA,5,Yes,"The data loss was not due to a single event but a combination of unforeseen and unexpected circumstances in an era before cloud management was common. Among the events surrounding this, the student's laptop ""died"", his father overwrote the backup disk with photos, and there was no central storage of the data.","Organize centralized back ups, use the cloud....",not modified,not modified
2023-06-14 11:39:12,2023-06-14 12:00:44,IP Address,100,1291,True,2023-06-14 12:00:46,R_1Fh0qjqjGlVF8A6,email,EN,Yes,it was the main reason,"Other, please specify:",failure to conduct inter-rater reliability analysis,"Time pressure (e.g. being in a rush, haste, insufficient time spent on the project, overworking, too big workload)",NA,5,Yes,NA,"I definitely have become a strong advocate of research reproducibility (and open science more genarally) as a result of the experience, and I have become much more systematic and careful in my research. I have also experienced that this may sometimes hinder collaboration with colleagues, because it definitely slows down progress.",not modified,not modified
2023-06-14 12:02:25,2023-06-14 12:04:07,IP Address,100,102,True,2023-06-14 12:04:10,R_3Jn3bAdcne2PRPy,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 12:11:50,2023-06-14 12:12:14,IP Address,100,24,True,2023-06-14 12:12:16,R_3HB9R9rsynkqpkN,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 12:25:05,2023-06-14 12:28:00,IP Address,100,175,True,2023-06-14 12:28:02,R_2uB7Jom65IAZX21,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 12:27:54,2023-06-14 12:29:36,IP Address,100,102,True,2023-06-14 12:29:37,R_8esWBMEZjQCyJ7b,email,EN,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 12:30:07,2023-06-14 12:32:03,IP Address,100,115,True,2023-06-14 12:32:05,R_QcVXEsFUnkLcrhD,email,EN,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 12:38:27,2023-06-14 12:38:43,IP Address,100,16,True,2023-06-14 12:38:44,R_3PTVQaak6H2tcL7,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 11:33:54,2023-06-14 12:49:49,IP Address,100,4554,True,2023-06-14 12:49:50,R_1EjjW8GhT5zIGKN,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 11:38:36,2023-06-14 12:53:36,IP Address,100,4499,True,2023-06-14 12:53:38,R_UxZ6eecYxOB1tfz,email,EN,Yes,partially,"Ambiguous naming/defining of data (e.g. ambiguous naming, inconsistent identifier, incorrect labeling,  non- transparent naming, poor labeling of variables)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,"extreme stress
6",Yes,All data and manuscript must be carefully processed.,no thanks,not modified,not modified
2023-06-14 12:43:41,2023-06-14 12:57:31,IP Address,100,829,True,2023-06-14 12:57:32,R_1EiW8ukHqjEcNNA,email,EN,Yes,it was the main reason,"Incorrect data processing/analysis (e.g. calculating wrong statistic, mistake in data analysis, incorrect application of formulas, formula error, statistical error)",NA,"Inattention (e.g. accident, accidental mistakes, being distracted, copy and paste error, lapse of concentration)",NA,4,No,We miscalculated one datapoint out of 24 geochronological ages that were produced in that paper. This was just a inattention error. The corrected paper was published soon after. The journal editor have been very efficient in helping correct this mistake. Not a very interesting case.,NA,not modified,not modified
2023-06-14 13:08:15,2023-06-14 13:12:14,IP Address,100,239,True,2023-06-14 13:12:15,R_3NFghvl45d5SYEy,email,EN,Yes,it was the main reason,"Other, please specify:",submitting a paper for publication without prior approval from the study funder,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,5,Yes,NA,NA,not modified,not modified
2023-06-14 13:10:57,2023-06-14 13:12:22,IP Address,100,85,True,2023-06-14 13:12:24,R_1rGlCsT5jBlma2d,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 13:11:57,2023-06-14 13:13:27,IP Address,100,90,True,2023-06-14 13:13:29,R_9zNUq8tosSGueCB,email,EN,Yes,partially,"Data coding error (e.g. incorrect coding of variables, misclassification of values, mistake in coding variables, mistake in recording variables, value coding error)",NA,"Project management issue (e.g. disorganization, error in team management, lack of clear job responsibilities, lack of coordination, lack of supervision)",NA,3,Yes,NA,NA,not modified,not modified
2023-06-14 13:18:09,2023-06-14 13:18:42,IP Address,100,33,True,2023-06-14 13:18:43,R_1H5d1n8xtyEW6p6,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 13:20:23,2023-06-14 13:21:42,IP Address,100,79,True,2023-06-14 13:21:44,R_31QIZ75SCkhT1pZ,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 13:25:04,2023-06-14 13:28:21,IP Address,100,196,True,2023-06-14 13:28:23,R_9uWLxrij16ck0ql,email,EN,Yes,it was the main reason,"Data coding error (e.g. incorrect coding of variables, misclassification of values, mistake in coding variables, mistake in recording variables, value coding error)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,"extreme stress
6",Yes,I have not collaborated with that lab again....,NA,not modified,not modified
2023-06-14 13:27:32,2023-06-14 13:32:58,IP Address,100,325,True,2023-06-14 13:32:59,R_qWmihoMiAq3PVy9,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 13:30:36,2023-06-14 13:34:23,IP Address,100,226,True,2023-06-14 13:34:24,R_SIALXVGTo2ec3zX,email,EN,Yes,it was the main reason,"Ambiguous naming/defining of data (e.g. ambiguous naming, inconsistent identifier, incorrect labeling,  non- transparent naming, poor labeling of variables)",NA,"Overconfidence (e.g. being too ambitious, being too confident, failure to anticipate the difficulty of interpreting datafiles, overreliance, too high expectations)",NA,"extreme stress
6",Yes,NA,NA,not modified,not modified
2023-06-14 13:39:47,2023-06-14 13:40:45,IP Address,100,57,True,2023-06-14 13:40:46,R_2X6dUSmoUj74RVK,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 13:48:13,2023-06-14 13:48:47,IP Address,100,33,True,2023-06-14 13:48:48,R_2OPYiJ9kH9h4A4Q,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 13:44:05,2023-06-14 13:56:08,IP Address,100,722,True,2023-06-14 13:56:09,R_2w6pvPXWRQYadYC,email,EN,Yes,partially,"Data transfer error (e.g. data insertion mistake, transcription error, incomplete data transfer, mistake in transferring data between formats, importing data from survey platform)",NA,"Too high complexity (e.g. difficult task, difficulty in file management, lack of easy to use tools, too complex)",NA,5,Yes,NA,NA,not modified,not modified
2023-06-14 14:05:17,2023-06-14 14:08:52,IP Address,100,214,True,2023-06-14 14:08:53,R_1eCwb7aTGSH0mpD,email,EN,Yes,it was the main reason,"Other, please specify:",Missing piece of data,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,2,No,NA,NA,not modified,not modified
2023-06-14 12:49:50,2023-06-14 14:17:24,Spam,100,5253,True,2023-06-14 14:17:25,R_r6CG1KP8NF9hKzD,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 14:25:54,2023-06-14 14:35:35,IP Address,100,581,True,2023-06-14 14:35:37,R_1Nzt4vYd5tPjRBJ,email,EN,Yes,partially,"Deviation from the protocol (e.g. not following protocol, recording data not according to protocol, using non-standard script, mistake in following protocol)",NA,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,1,Yes,NA,NA,not modified,not modified
2023-06-14 14:33:08,2023-06-14 14:36:39,IP Address,100,210,True,2023-06-14 14:36:40,R_dj2NoKYV4CWbTHP,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 14:54:34,2023-06-14 14:57:35,IP Address,100,181,True,2023-06-14 14:57:36,R_1rlDqLI8VAiztsm,email,EN,Yes,partially,"Incorrect data processing/analysis (e.g. calculating wrong statistic, mistake in data analysis, incorrect application of formulas, formula error, statistical error)",NA,"Bad or lack of planning (e.g. error in planning, insufficient planning, lack of sufficient planning, lack of systematicity, short-sightedness)",NA,"extreme stress
6",Yes,NA,NA,not modified,not modified
2023-06-14 15:40:40,2023-06-14 15:41:27,IP Address,100,47,True,2023-06-14 15:41:29,R_1g6gSTdStGCbPze,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 15:50:42,2023-06-14 15:50:59,IP Address,100,17,True,2023-06-14 15:51:00,R_2cpCWDpNDAtBYEa,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 15:47:02,2023-06-14 15:54:29,IP Address,100,446,True,2023-06-14 15:54:30,R_1LpplLTjjptF6b3,email,EN,Yes,it was the main reason,"Other, please specify:",microscopy photos were unintentionally duplicated in manuscript figure,"Inattention (e.g. accident, accidental mistakes, being distracted, copy and paste error, lapse of concentration)",NA,5,Yes,"The primary author took photo-microscopy pictures. This involved multiple photos of the same tissue culture well, taken from different angles. Later I learned that he kept poor records of those photos so some photos in our final figure turned out to be repetitions of the same well. This was very hard to spot.",The person responsible for poor record keeping is no longer in the lab and we have tightened our photo-microscopy protocols considerably. Hopefully this will prevent recurrence.,not modified,not modified
2023-06-14 16:06:10,2023-06-14 16:06:44,IP Address,100,34,True,2023-06-14 16:06:46,R_1QB2F7veeHKHWr9,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 16:04:01,2023-06-14 16:07:04,IP Address,100,183,True,2023-06-14 16:07:06,R_1mrSZAAmbpabcqy,email,EN,Yes,partially,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,1,Yes,NA,NA,not modified,not modified
2023-06-14 16:09:50,2023-06-14 16:14:24,IP Address,100,273,True,2023-06-14 16:14:25,R_08TVDLjpJQk4Ylr,email,EN,Yes,it was the main reason,"Deviation from the protocol (e.g. not following protocol, recording data not according to protocol, using non-standard script, mistake in following protocol)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,"extreme stress
6",Yes,NA,We now deposit all plasmids in addgene where they are sequenced immediately prior to publication,not modified,not modified
2023-06-14 16:35:41,2023-06-14 16:36:45,IP Address,100,64,True,2023-06-14 16:36:47,R_3CH2dnQP1u0JblM,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 16:42:16,2023-06-14 16:42:25,IP Address,100,8,True,2023-06-14 16:42:26,R_PHWxlVZ6vnaQOEF,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 16:55:24,2023-06-14 16:59:35,IP Address,100,250,True,2023-06-14 16:59:36,R_2SHAdkpoJ7aSiou,email,EN,Yes,partially,"Loss of materials/documentation/data (e.g. data loss, failure to backup, failure to save data, data archiving mistake, mistake in saving results)",NA,"Bad skill management (e.g. improper training, inadequate training, insufficient training, insufficient training of coders, lack of training)",NA,"extreme stress
6",Yes,No,No,not modified,not modified
2023-06-14 17:20:01,2023-06-14 17:21:07,IP Address,100,66,True,2023-06-14 17:21:08,R_1P5EHXJDBtCH2vT,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 17:33:55,2023-06-14 17:48:19,IP Address,100,864,True,2023-06-14 17:48:20,R_6hDvcL8qOeT38hH,email,EN,Yes,it was the main reason,"Incorrect connection between data points (e.g. error in tracking status of participants, failure to connect participant to data, ID duplication, mistake in connecting participants to responses, unable to track recorded data)",NA,"Bad skill management (e.g. improper training, inadequate training, insufficient training, insufficient training of coders, lack of training)",NA,"extreme stress
6",Yes,"It was hard to pick just one main cause. Realistically there were failures across multiple of these areas. We were linking subject IDs manually across time instead of using some more automated process, the task was given to an RA or lab manager who clearly wasn't instructed properly on the task and their work was not double-checked by others (and it is unclear if their error resulted from misunderstanding or carelessness), and then the analysis was put on hold for about a year due to medical leave, and upon return files marked as 'final' were treated as final without proper vetting.",NA,not modified,not modified
2023-06-14 18:06:34,2023-06-14 18:08:00,IP Address,100,86,True,2023-06-14 18:08:02,R_3jUU5nN5yzffMvr,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 18:14:12,2023-06-14 18:15:11,IP Address,100,58,True,2023-06-14 18:15:12,R_xbXCk3Ph74IThTz,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 11:16:51,2023-06-14 22:15:25,IP Address,100,39514,True,2023-06-14 22:15:26,R_vAeGZ6Ya6YyA8GR,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 22:42:58,2023-06-14 22:49:01,IP Address,100,362,True,2023-06-14 22:49:02,R_3m3ICIH2jAxUjg4,email,EN,Yes,it was the main reason,"Data transfer error (e.g. data insertion mistake, transcription error, incomplete data transfer, mistake in transferring data between formats, importing data from survey platform)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,"extreme stress
6",Yes,"It was a horrible experience! Although we could clarify and correct the mistakes (we had wrongly displayed a western blot control band), the journal did not allow us a correction but retracted. Such doing of journals is unnecessary. It put authors into horrible stress and psycho crises, loss of reputation. Unreasonably.",All raw data are strictly kept in a single project folder. All raw data are presented at lab meeting. These files are kept in the paper submission folder. This has much improved data storage.,not modified,not modified
2023-06-15 00:09:51,2023-06-15 00:10:59,IP Address,100,67,True,2023-06-15 00:11:01,R_ZJgtSw31VheNpO9,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-15 00:17:14,2023-06-15 00:17:33,IP Address,100,18,True,2023-06-15 00:17:34,R_3sv6Hu0GKL8kQz6,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-15 00:25:52,2023-06-15 00:48:21,IP Address,100,1349,True,2023-06-15 00:48:23,R_2z8yfowrMlMPDrE,email,EN,Yes,it was the main reason,"Other, please specify:",The referee did not understand standard statistical tests,"Other, please specify:",no author errors,5,No,"This was a case where a bioethics journal was quite at sea trying to grapple with statistics (though those recommended by APA) and finally backed away from the paper, though retrospectively, a year after publication",In spite of the retraction the paper has attracted some Researchgate approval with no contrary views expressed,not modified,not modified
2023-06-15 03:28:00,2023-06-15 03:45:44,IP Address,100,1063,True,2023-06-15 03:45:45,R_3QXJzKObbOR7qIb,email,EN,Yes,partially,"Programming error (e.g. analysis code error, error in scipt, mistake in ecperiment code, mistake in programming the data collection code, program coding error)",NA,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,5,Yes,"It was a very unfortunate outcome that involved problems at our lab, which we tried to communicate as quickly as possible during the proofing stage, but the editors were unwilling to consider including an explanation of the error and the implications for our findings as well as the larger research environment. It was a highly frustrating experience and our best option was to retract it. I consider it a lost opportunity to help the research community understand some problems with the data and analysis protocol - the paper continues being cited with the mistakes in it and a better option would have been to explain the errors in the actual paper, show which results are robust and help researchers avoid them in the future.","Closer hands-on management of all team members throughout the research process (if more experienced researchers); if time & resources allow: documentation of all steps (including seemingly minor steps that may be taken for granted), careful reading and documenting of all analysis options (a major problem was that the same processing term involved different routines on different analysis platforms and this was not noticed till the paper was in the proofing stage)",not modified,not modified
2023-06-15 04:01:25,2023-06-15 04:03:18,IP Address,100,112,True,2023-06-15 04:03:20,R_2TRyN3RSXNgMCnY,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-15 04:54:30,2023-06-15 04:55:16,IP Address,100,46,True,2023-06-15 04:55:17,R_1F4bDXgisHSdTbd,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-15 05:28:15,2023-06-15 05:30:32,IP Address,100,136,True,2023-06-15 05:30:33,R_25ZzWOdMk8VEcqB,email,EN,Yes,partially,"Data input error (e.g. data entry error, error in recording data, failure to record responses, mistake in data recording, value input error)",NA,Risking human error (e.g. experimenter error; lack of automatization; manual task handling instead of code; manually doing a task; multitasking),NA,3,No,NA,NA,not modified,not modified
2023-06-15 06:42:47,2023-06-15 06:44:58,IP Address,100,131,True,2023-06-15 06:44:59,R_3KZRcI78ifggv82,email,EN,Yes,partially,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Carelessness (e.g. negligence, not following protocol, not taking the task seriously, lack of effort, lack of motivation)",NA,"extreme stress
6",No,NA,NA,not modified,not modified
2023-06-15 07:32:42,2023-06-15 07:34:49,IP Address,100,127,True,2023-06-15 07:34:51,R_1pLkeDkbniyTDrx,email,EN,Yes,it was the main reason,"Incorrect data processing/analysis (e.g. calculating wrong statistic, mistake in data analysis, incorrect application of formulas, formula error, statistical error)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,3,No,NA,NA,not modified,not modified
2023-06-15 18:08:28,2023-06-15 18:27:51,IP Address,100,1162,True,2023-06-15 18:27:52,R_2qxzvW2FVJwLmaq,email,EN,Yes,it was the main reason,Project management error (error in time management; miscommunication; not showing up for data collection; team member left the lab),NA,"Miscommunication (e.g. lack of communication, lack of consultation, misinformation, misinformed by third party, poor collaboration)",NA,5,Yes,My retraction was due to one of my collaborators using data that they did not have explicit permission to publish. I now communicate directly with data suppliers and don't trust collaborators to use data that I haven't vetted.,NA,not modified,not modified
2023-06-16 00:46:29,2023-06-16 00:47:13,IP Address,100,43,True,2023-06-16 00:47:14,R_vHQdutWIlQ80uQN,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 11:40:27,2023-06-16 06:08:38,IP Address,100,152891,True,2023-06-16 06:08:39,R_22XQ9EOMJfdGk7U,email,EN,Yes,it was the main reason,"Loss of materials/documentation/data (e.g. data loss, failure to backup, failure to save data, data archiving mistake, mistake in saving results)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,"extreme stress
6",Yes,NA,NA,not modified,not modified
2023-06-16 08:22:40,2023-06-16 08:28:57,IP Address,100,377,True,2023-06-16 08:28:59,R_23fSUpXo74aKEVQ,email,EN,Yes,partially,"Incorrect data processing/analysis (e.g. calculating wrong statistic, mistake in data analysis, incorrect application of formulas, formula error, statistical error)",NA,"Lack of control (e.g. automatic thinking, inpatience, insufficient concentration, lack of discipline, not enough control)",NA,"no stress at all
0",Yes,NA,NA,not modified,not modified
2023-06-16 12:49:26,2023-06-16 12:59:59,IP Address,100,632,True,2023-06-16 13:00:01,R_2ExW1Xs8Z1rTT51,email,EN,Yes,partially,"Oversight in study design or measurement (e.g. ambiguous wording of items, failure to include survey items, inconsistent scoring, incorrect wording of question/item, leaving out questionnaire items)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,5,Yes,I felt that the editor is biased against Asian authors.,We should be careful in describing protocols used in the study.,not modified,not modified
2023-06-15 15:48:43,2023-06-16 13:25:01,IP Address,100,77778,True,2023-06-16 13:25:03,R_1K7SMT7IR2f7NaX,email,EN,Yes,partially,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,4,Yes,NA,See [deleted identifiable information],modified,not modified
2023-06-16 20:54:59,2023-06-16 20:55:46,IP Address,100,47,True,2023-06-16 20:55:48,R_1Nmt7OOJ2zMJTO3,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-14 19:59:40,2023-06-17 19:47:38,IP Address,100,258477,True,2023-06-17 19:47:39,R_22kKHE6FLrGCQDK,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-17 19:50:45,2023-06-17 19:51:20,IP Address,100,34,True,2023-06-17 19:51:21,R_3n95Y4O5YgriYRE,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-18 18:44:11,2023-06-18 18:45:07,IP Address,100,56,True,2023-06-18 18:45:09,R_2qrf2yHUeDYgo63,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-15 20:52:43,2023-06-18 20:45:04,IP Address,100,258741,True,2023-06-18 20:45:05,R_2xxXQpmAfODuZZm,email,EN,Yes,NA,"Incorrect data processing/analysis (e.g. calculating wrong statistic, mistake in data analysis, incorrect application of formulas, formula error, statistical error)",NA,"Inattention (e.g. accident, accidental mistakes, being distracted, copy and paste error, lapse of concentration)",NA,"extreme stress
6",No,NA,NA,not modified,not modified
2023-06-19 04:27:09,2023-06-19 04:57:17,IP Address,100,1808,True,2023-06-19 04:57:19,R_xlbLPNeY6iSolCp,email,EN,Yes,partially,"Incorrect reporting (e.g. misreporting values, plotting mistake, presenting inaccurate data, publishing with errors, reporting wrong data)",NA,"Bad or lack of standards (e.g. bad routines, error in coding protocol, error in data organization, inconsistent file naming, insufficient procedures)",NA,3,No,NA,NA,not modified,not modified
2023-06-18 21:20:48,2023-06-19 09:07:00,IP Address,100,42371,True,2023-06-19 09:07:01,R_XtwRVw51n3joQCJ,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-19 09:25:01,2023-06-19 09:33:42,IP Address,100,520,True,2023-06-19 09:33:43,R_2ZNQWBjq5181WP7,email,EN,Yes,it was the main reason,"Incorrect data processing/analysis (e.g. calculating wrong statistic, mistake in data analysis, incorrect application of formulas, formula error, statistical error)",NA,"Technical issue (e.g. computer issue, equipment failure, software error, technical malfunction, wrong equipment settings)",NA,"extreme stress
6",Yes,NA,NA,not modified,not modified
2023-06-19 20:55:28,2023-06-19 20:55:42,IP Address,100,13,True,2023-06-19 20:55:43,R_1Dvf2waBJBFo5BF,email,EN,Yes,not at all,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-19 23:10:48,2023-06-19 23:15:42,IP Address,100,294,True,2023-06-19 23:15:43,R_3htNpX7XxVLwLTO,email,EN,Yes,it was the main reason,"Data coding error (e.g. incorrect coding of variables, misclassification of values, mistake in coding variables, mistake in recording variables, value coding error)",NA,"Inattention (e.g. accident, accidental mistakes, being distracted, copy and paste error, lapse of concentration)",NA,5,Yes,"The mistake I made was in a secondary data analysis and the codebook had the variable names flipped. For example - the ordering went V1 V2 V3 etc., but at some point had two numbers out of order: V34 V36 V35. I missed this in my coding, causing me to flip my two dependent variables when I recoded them. I am meticulous in my analyses, but I realized how easy it was to make a coding mistake. I'm POSITIVE that this happens WAY more than we know about.",NA,not modified,not modified
2023-06-20 13:45:13,2023-06-20 13:46:18,IP Address,100,64,True,2023-06-20 13:46:21,R_2wh7X2QCmgcQDvH,email,EN,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,not modified,not modified
2023-06-20 13:46:40,2023-06-20 13:48:49,IP Address,100,129,True,2023-06-20 13:48:50,R_1j7Wa45Zz8YJkEU,email,EN,Yes,it was the main reason,"Ambiguous naming/defining of data (e.g. ambiguous naming, inconsistent identifier, incorrect labeling,  non- transparent naming, poor labeling of variables)",NA,"Inattention (e.g. accident, accidental mistakes, being distracted, copy and paste error, lapse of concentration)",NA,"extreme stress
6",Yes,NA,NA,not modified,not modified
